county,ward,office,district,total votes,party,candidate,votes
Milwaukee,City Of Milwaukee Ward 268,"Milwaukee County Circuit Court, Branch 15",,72,,Scattering,1
Milwaukee,City Of Milwaukee Ward 269,"Milwaukee County Circuit Court, Branch 15",,58,,Scattering,1
Milwaukee,City Of Milwaukee Ward 270,"Milwaukee County Circuit Court, Branch 15",,18,,Scattering,0
Milwaukee,City Of Milwaukee Ward 271,"Milwaukee County Circuit Court, Branch 15",,62,,Scattering,0
Milwaukee,City Of Milwaukee Ward 272,"Milwaukee County Circuit Court, Branch 15",,15,,Scattering,0
Milwaukee,City Of Milwaukee Ward 273,"Milwaukee County Circuit Court, Branch 15",,131,,Scattering,0
Milwaukee,City Of Milwaukee Ward 275,"Milwaukee County Circuit Court, Branch 15",,75,,Scattering,1
Milwaukee,City Of Milwaukee Ward 276,"Milwaukee County Circuit Court, Branch 15",,161,,Scattering,3
Milwaukee,City Of Milwaukee Ward 277,"Milwaukee County Circuit Court, Branch 15",,46,,Scattering,1
Milwaukee,City Of Milwaukee Ward 278,"Milwaukee County Circuit Court, Branch 15",,71,,Scattering,0
Milwaukee,City Of Milwaukee Ward 279,"Milwaukee County Circuit Court, Branch 15",,50,,Scattering,0
Milwaukee,City Of Milwaukee Ward 280,"Milwaukee County Circuit Court, Branch 15",,58,,Scattering,0
Milwaukee,City Of Milwaukee Ward 281,"Milwaukee County Circuit Court, Branch 15",,31,,Scattering,2
Milwaukee,City Of Milwaukee Ward 282,"Milwaukee County Circuit Court, Branch 15",,112,,Scattering,0
Milwaukee,City Of Milwaukee Ward 283,"Milwaukee County Circuit Court, Branch 15",,64,,Scattering,0
Milwaukee,City Of Milwaukee Ward 284,"Milwaukee County Circuit Court, Branch 15",,53,,Scattering,0
Milwaukee,City Of Milwaukee Ward 285,"Milwaukee County Circuit Court, Branch 15",,62,,Scattering,0
Milwaukee,City Of Milwaukee Ward 286,"Milwaukee County Circuit Court, Branch 15",,44,,Scattering,0
Milwaukee,City Of Milwaukee Ward 287,"Milwaukee County Circuit Court, Branch 15",,55,,Scattering,0
Milwaukee,City Of Milwaukee Ward 288,"Milwaukee County Circuit Court, Branch 15",,41,,Scattering,1
Milwaukee,City Of Milwaukee Ward 289,"Milwaukee County Circuit Court, Branch 15",,60,,Scattering,0
Milwaukee,City Of Milwaukee Ward 290,"Milwaukee County Circuit Court, Branch 15",,14,,Scattering,0
Milwaukee,City Of Milwaukee Ward 291,"Milwaukee County Circuit Court, Branch 15",,11,,Scattering,0
Milwaukee,City Of Milwaukee Ward 292,"Milwaukee County Circuit Court, Branch 15",,14,,Scattering,0
Milwaukee,City Of Milwaukee Ward 293,"Milwaukee County Circuit Court, Branch 15",,8,,Scattering,0
Milwaukee,City Of Milwaukee Ward 294,"Milwaukee County Circuit Court, Branch 15",,5,,Scattering,0
Milwaukee,City Of Milwaukee Ward 295,"Milwaukee County Circuit Court, Branch 15",,38,,Scattering,1
Milwaukee,City Of Milwaukee Ward 296,"Milwaukee County Circuit Court, Branch 15",,35,,Scattering,1
Milwaukee,City Of Milwaukee Ward 297,"Milwaukee County Circuit Court, Branch 15",,22,,Scattering,0
Milwaukee,City Of Milwaukee Ward 298,"Milwaukee County Circuit Court, Branch 15",,11,,Scattering,0
Milwaukee,City Of Milwaukee Ward 299,"Milwaukee County Circuit Court, Branch 15",,14,,Scattering,0
Milwaukee,City Of Milwaukee Ward 300,"Milwaukee County Circuit Court, Branch 15",,18,,Scattering,0
Milwaukee,City Of Milwaukee Ward 301,"Milwaukee County Circuit Court, Branch 15",,6,,Scattering,1
Milwaukee,City Of Milwaukee Ward 302,"Milwaukee County Circuit Court, Branch 15",,18,,Scattering,0
Milwaukee,City Of Milwaukee Ward 303,"Milwaukee County Circuit Court, Branch 15",,22,,Scattering,0
Milwaukee,City Of Milwaukee Ward 304,"Milwaukee County Circuit Court, Branch 15",,15,,Scattering,1
Milwaukee,City Of Milwaukee Ward 305,"Milwaukee County Circuit Court, Branch 15",,16,,Scattering,1
Milwaukee,City Of Milwaukee Ward 306,"Milwaukee County Circuit Court, Branch 15",,9,,Scattering,0
Milwaukee,City Of Milwaukee Ward 307,"Milwaukee County Circuit Court, Branch 15",,27,,Scattering,0
Milwaukee,City Of Milwaukee Ward 308,"Milwaukee County Circuit Court, Branch 15",,5,,Scattering,0
Milwaukee,City Of Milwaukee Ward 309,"Milwaukee County Circuit Court, Branch 15",,21,,Scattering,1
Milwaukee,City Of Milwaukee Ward 310,"Milwaukee County Circuit Court, Branch 15",,36,,Scattering,0
Milwaukee,City Of Milwaukee Ward 311,"Milwaukee County Circuit Court, Branch 15",,21,,Scattering,2
Milwaukee,City Of Milwaukee Ward 312,"Milwaukee County Circuit Court, Branch 15",,32,,Scattering,0
Milwaukee,City Of Milwaukee Ward 313,"Milwaukee County Circuit Court, Branch 15",,81,,Scattering,0
Milwaukee,City Of Milwaukee Ward 314,"Milwaukee County Circuit Court, Branch 15",,20,,Scattering,0
Milwaukee,City Of Oak Creek Wards 1 - 3,"Milwaukee County Circuit Court, Branch 15",,484,,Scattering,2
Milwaukee,City Of Oak Creek Wards 4 - 6,"Milwaukee County Circuit Court, Branch 15",,374,,Scattering,2
Milwaukee,City Of Oak Creek Wards 7 - 9,"Milwaukee County Circuit Court, Branch 15",,728,,Scattering,7
Milwaukee,City Of Oak Creek Wards 10 - 12,"Milwaukee County Circuit Court, Branch 15",,568,,Scattering,6
Milwaukee,City Of Oak Creek Wards 13 - 15,"Milwaukee County Circuit Court, Branch 15",,810,,Scattering,5
Milwaukee,City Of Oak Creek Wards 16 - 18,"Milwaukee County Circuit Court, Branch 15",,391,,Scattering,3
Milwaukee,City Of St Francis Wards 1 - 4,"Milwaukee County Circuit Court, Branch 15",,116,,Scattering,0
Milwaukee,City Of St Francis Wards 5 - 8,"Milwaukee County Circuit Court, Branch 15",,158,,Scattering,2
Milwaukee,City Of St Francis Wards 9 - 12,"Milwaukee County Circuit Court, Branch 15",,225,,Scattering,5
Milwaukee,City Of South Milwaukee Wards 1 & 2,"Milwaukee County Circuit Court, Branch 15",,230,,Scattering,0
Milwaukee,City Of South Milwaukee Wards 3 & 4,"Milwaukee County Circuit Court, Branch 15",,104,,Scattering,1
Milwaukee,City Of South Milwaukee Wards 5 & 6,"Milwaukee County Circuit Court, Branch 15",,147,,Scattering,0
Milwaukee,City Of South Milwaukee Wards 7 & 8,"Milwaukee County Circuit Court, Branch 15",,122,,Scattering,3
Milwaukee,City Of South Milwaukee Wards 9 & 10,"Milwaukee County Circuit Court, Branch 15",,126,,Scattering,2
Milwaukee,City Of South Milwaukee Wards 11 & 12,"Milwaukee County Circuit Court, Branch 15",,122,,Scattering,0
Milwaukee,City Of South Milwaukee Wards 13 & 14,"Milwaukee County Circuit Court, Branch 15",,164,,Scattering,1
Milwaukee,City Of South Milwaukee Wards 15 & 16,"Milwaukee County Circuit Court, Branch 15",,216,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 1,"Milwaukee County Circuit Court, Branch 15",,99,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 2,"Milwaukee County Circuit Court, Branch 15",,107,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 3,"Milwaukee County Circuit Court, Branch 15",,123,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 4,"Milwaukee County Circuit Court, Branch 15",,155,,Scattering,2
Milwaukee,City Of Wauwatosa Ward 5,"Milwaukee County Circuit Court, Branch 15",,196,,Scattering,2
Milwaukee,City Of Wauwatosa Ward 6,"Milwaukee County Circuit Court, Branch 15",,57,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 7,"Milwaukee County Circuit Court, Branch 15",,157,,Scattering,2
Milwaukee,City Of Wauwatosa Ward 8,"Milwaukee County Circuit Court, Branch 15",,111,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 9,"Milwaukee County Circuit Court, Branch 15",,150,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 10,"Milwaukee County Circuit Court, Branch 15",,127,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 11,"Milwaukee County Circuit Court, Branch 15",,121,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 12,"Milwaukee County Circuit Court, Branch 15",,139,,Scattering,3
Milwaukee,City Of Wauwatosa Ward 13,"Milwaukee County Circuit Court, Branch 15",,55,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 14,"Milwaukee County Circuit Court, Branch 15",,103,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 15,"Milwaukee County Circuit Court, Branch 15",,102,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 16,"Milwaukee County Circuit Court, Branch 15",,140,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 17,"Milwaukee County Circuit Court, Branch 15",,153,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 18,"Milwaukee County Circuit Court, Branch 15",,105,,Scattering,1
Milwaukee,City Of Wauwatosa Ward 19,"Milwaukee County Circuit Court, Branch 15",,154,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 20,"Milwaukee County Circuit Court, Branch 15",,196,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 21,"Milwaukee County Circuit Court, Branch 15",,55,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 22,"Milwaukee County Circuit Court, Branch 15",,139,,Scattering,2
Milwaukee,City Of Wauwatosa Ward 23,"Milwaukee County Circuit Court, Branch 15",,106,,Scattering,0
Milwaukee,City Of Wauwatosa Ward 24,"Milwaukee County Circuit Court, Branch 15",,190,,Scattering,0
Milwaukee,City Of West Allis Ward 1,"Milwaukee County Circuit Court, Branch 15",,41,,Scattering,0
Milwaukee,City Of West Allis Ward 2,"Milwaukee County Circuit Court, Branch 15",,76,,Scattering,0
Milwaukee,City Of West Allis Ward 3,"Milwaukee County Circuit Court, Branch 15",,45,,Scattering,1
Milwaukee,City Of West Allis Ward 4,"Milwaukee County Circuit Court, Branch 15",,50,,Scattering,1
Milwaukee,City Of West Allis Ward 5,"Milwaukee County Circuit Court, Branch 15",,55,,Scattering,0
Milwaukee,City Of West Allis Ward 6,"Milwaukee County Circuit Court, Branch 15",,59,,Scattering,0
Milwaukee,City Of West Allis Ward 7,"Milwaukee County Circuit Court, Branch 15",,123,,Scattering,1
Milwaukee,City Of West Allis Ward 8,"Milwaukee County Circuit Court, Branch 15",,63,,Scattering,1
Milwaukee,City Of West Allis Ward 9,"Milwaukee County Circuit Court, Branch 15",,52,,Scattering,0
Milwaukee,City Of West Allis Ward 10,"Milwaukee County Circuit Court, Branch 15",,64,,Scattering,0
Milwaukee,City Of West Allis Ward 11,"Milwaukee County Circuit Court, Branch 15",,38,,Scattering,0
Milwaukee,City Of West Allis Ward 12,"Milwaukee County Circuit Court, Branch 15",,47,,Scattering,0
Milwaukee,City Of West Allis Ward 13,"Milwaukee County Circuit Court, Branch 15",,68,,Scattering,1
Milwaukee,City Of West Allis Ward 14,"Milwaukee County Circuit Court, Branch 15",,49,,Scattering,0
Milwaukee,City Of West Allis Ward 15,"Milwaukee County Circuit Court, Branch 15",,71,,Scattering,0
Milwaukee,City Of West Allis Ward 16,"Milwaukee County Circuit Court, Branch 15",,53,,Scattering,2
Milwaukee,City Of West Allis Ward 17,"Milwaukee County Circuit Court, Branch 15",,74,,Scattering,0
Milwaukee,City Of West Allis Ward 18,"Milwaukee County Circuit Court, Branch 15",,71,,Scattering,1
Milwaukee,City Of West Allis Ward 19,"Milwaukee County Circuit Court, Branch 15",,66,,Scattering,1
Milwaukee,City Of West Allis Ward 20,"Milwaukee County Circuit Court, Branch 15",,51,,Scattering,1
Milwaukee,City Of West Allis Ward 21,"Milwaukee County Circuit Court, Branch 15",,58,,Scattering,0
Milwaukee,City Of West Allis Ward 22,"Milwaukee County Circuit Court, Branch 15",,68,,Scattering,0
Milwaukee,City Of West Allis Ward 23,"Milwaukee County Circuit Court, Branch 15",,81,,Scattering,0
Milwaukee,City Of West Allis Ward 24,"Milwaukee County Circuit Court, Branch 15",,57,,Scattering,1
Milwaukee,City Of West Allis Ward 25,"Milwaukee County Circuit Court, Branch 15",,217,,Scattering,3
Milwaukee,City Of West Allis Ward 26,"Milwaukee County Circuit Court, Branch 15",,85,,Scattering,1
Milwaukee,City Of West Allis Ward 27,"Milwaukee County Circuit Court, Branch 15",,55,,Scattering,0
Milwaukee,City Of West Allis Ward 28,"Milwaukee County Circuit Court, Branch 15",,87,,Scattering,1
Milwaukee,City Of West Allis Ward 29,"Milwaukee County Circuit Court, Branch 15",,69,,Scattering,0
Milwaukee,City Of West Allis Ward 30,"Milwaukee County Circuit Court, Branch 15",,124,,Scattering,1
Milwaukee,City Of West Allis Ward 31,"Milwaukee County Circuit Court, Branch 15",,67,,Scattering,0
Milwaukee,City Of West Allis Ward 32,"Milwaukee County Circuit Court, Branch 15",,42,,Scattering,0
Milwaukee,City Of West Allis Ward 33,"Milwaukee County Circuit Court, Branch 15",,72,,Scattering,0
Milwaukee,City Of West Allis Ward 34,"Milwaukee County Circuit Court, Branch 15",,0,,Scattering,0
Milwaukee,City Of West Allis Ward 35,"Milwaukee County Circuit Court, Branch 15",,23,,Scattering,0
Ozaukee,Town Of Belgium Wards 1 - 3,"Ozaukee County Circuit Court, Branch 3",,108,,Scattering,0
Ozaukee,"Town Of Cedarburg Wards 1, 2 & 10","Ozaukee County Circuit Court, Branch 3",,136,,Scattering,0
Ozaukee,Town Of Cedarburg Wards 3 & 4,"Ozaukee County Circuit Court, Branch 3",,132,,Scattering,0
Ozaukee,Town Of Cedarburg Wards 5 & 6,"Ozaukee County Circuit Court, Branch 3",,186,,Scattering,0
Ozaukee,Town Of Cedarburg Wards 7 - 9,"Ozaukee County Circuit Court, Branch 3",,178,,Scattering,0
Ozaukee,Town Of Fredonia Wards 1 - 3,"Ozaukee County Circuit Court, Branch 3",,199,,Scattering,1
Ozaukee,"Town Of Grafton Wards 1, 2 & 6","Ozaukee County Circuit Court, Branch 3",,162,,Scattering,0
Ozaukee,Town Of Grafton Wards 3 - 5 & 7,"Ozaukee County Circuit Court, Branch 3",,159,,Scattering,0
Ozaukee,Town Of Port Washington Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,176,,Scattering,0
Ozaukee,Town Of Saukville Wards 1 - 5,"Ozaukee County Circuit Court, Branch 3",,245,,Scattering,1
Ozaukee,Village Of Bayside Ward 6,"Ozaukee County Circuit Court, Branch 3",,12,,Scattering,0
Ozaukee,Village Of Belgium Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,111,,Scattering,0
Ozaukee,Village Of Fredonia Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,157,,Scattering,0
Ozaukee,Village Of Grafton Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,104,,Scattering,0
Ozaukee,Village Of Grafton Wards 3 & 4,"Ozaukee County Circuit Court, Branch 3",,129,,Scattering,0
Ozaukee,Village Of Grafton Wards 5 & 6,"Ozaukee County Circuit Court, Branch 3",,170,,Scattering,0
Ozaukee,Village Of Grafton Wards 7 & 8,"Ozaukee County Circuit Court, Branch 3",,120,,Scattering,0
Ozaukee,Village Of Grafton Wards 9 - 11,"Ozaukee County Circuit Court, Branch 3",,136,,Scattering,0
Ozaukee,Village Of Grafton Wards 12 & 13,"Ozaukee County Circuit Court, Branch 3",,164,,Scattering,0
Ozaukee,Village Of Newburg Ward 3,"Ozaukee County Circuit Court, Branch 3",,6,,Scattering,0
Ozaukee,"Village Of Saukville Wards 1, 6 & 7","Ozaukee County Circuit Court, Branch 3",,127,,Scattering,0
Ozaukee,Village Of Saukville Wards 2 - 5 & 8,"Ozaukee County Circuit Court, Branch 3",,168,,Scattering,0
Ozaukee,Village Of Thiensville Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,225,,Scattering,0
Ozaukee,Village Of Thiensville Wards 3 & 4,"Ozaukee County Circuit Court, Branch 3",,148,,Scattering,0
Ozaukee,City Of Cedarburg Wards 1 & 2,"Ozaukee County Circuit Court, Branch 3",,182,,Scattering,0
Ozaukee,City Of Cedarburg Wards 3 & 4,"Ozaukee County Circuit Court, Branch 3",,237,,Scattering,0
Ozaukee,City Of Cedarburg Wards 5 & 6,"Ozaukee County Circuit Court, Branch 3",,172,,Scattering,0
Ozaukee,City Of Cedarburg Wards 7 & 8,"Ozaukee County Circuit Court, Branch 3",,101,,Scattering,0
Ozaukee,City Of Cedarburg Wards 9 & 10,"Ozaukee County Circuit Court, Branch 3",,150,,Scattering,0
Ozaukee,City Of Cedarburg Wards 11 & 12,"Ozaukee County Circuit Court, Branch 3",,160,,Scattering,0
Ozaukee,City Of Cedarburg Wards 13 & 14,"Ozaukee County Circuit Court, Branch 3",,244,,Scattering,0
Ozaukee,"City Of Mequon Wards 1, 2, 6 & 20","Ozaukee County Circuit Court, Branch 3",,303,,Scattering,1
Ozaukee,City Of Mequon Wards 3 - 5,"Ozaukee County Circuit Court, Branch 3",,223,,Scattering,0
Ozaukee,City Of Mequon Ward 7,"Ozaukee County Circuit Court, Branch 3",,126,,Scattering,0
Ozaukee,"City Of Mequon Wards 8, 9, 18 & 21","Ozaukee County Circuit Court, Branch 3",,331,,Scattering,0
Ozaukee,City Of Mequon Wards 10 & 11,"Ozaukee County Circuit Court, Branch 3",,211,,Scattering,0
Ozaukee,City Of Mequon Wards 12 & 13,"Ozaukee County Circuit Court, Branch 3",,195,,Scattering,0
Ozaukee,City Of Mequon Wards 14 & 15,"Ozaukee County Circuit Court, Branch 3",,221,,Scattering,0
Ozaukee,"City Of Mequon Wards 16, 17 & 19","Ozaukee County Circuit Court, Branch 3",,158,,Scattering,1
Ozaukee,City Of Port Washington Ward 1,"Ozaukee County Circuit Court, Branch 3",,217,,Scattering,0
Ozaukee,City Of Port Washington Wards 2 & 3,"Ozaukee County Circuit Court, Branch 3",,160,,Scattering,0
Ozaukee,City Of Port Washington Wards 4 & 5,"Ozaukee County Circuit Court, Branch 3",,100,,Scattering,0
Ozaukee,City Of Port Washington Ward 6,"Ozaukee County Circuit Court, Branch 3",,68,,Scattering,0
Ozaukee,City Of Port Washington Wards 7 & 8,"Ozaukee County Circuit Court, Branch 3",,190,,Scattering,1
Ozaukee,City Of Port Washington Wards 9 & 10,"Ozaukee County Circuit Court, Branch 3",,174,,Scattering,0
Ozaukee,City Of Port Washington Ward 11,"Ozaukee County Circuit Court, Branch 3",,158,,Scattering,1
Wood,Town Of Arpin Wards 1 - 3,"Wood County Circuit Court, Branch 3",,32,Non-Partisan,Todd P. Wolf,15
Wood,Town Of Auburndale,"Wood County Circuit Court, Branch 3",,35,Non-Partisan,Todd P. Wolf,8
Wood,Town Of Cameron,"Wood County Circuit Court, Branch 3",,57,Non-Partisan,Todd P. Wolf,13
Wood,Town Of Cary,"Wood County Circuit Court, Branch 3",,34,Non-Partisan,Todd P. Wolf,18
Wood,Town Of Cranmoor,"Wood County Circuit Court, Branch 3",,25,Non-Partisan,Todd P. Wolf,6
Wood,Town Of Dexter,"Wood County Circuit Court, Branch 3",,29,Non-Partisan,Todd P. Wolf,11
Wood,Town Of Grand Rapids Wards 1 - 13,"Wood County Circuit Court, Branch 3",,660,Non-Partisan,Todd P. Wolf,347
Wood,Town Of Hansen,"Wood County Circuit Court, Branch 3",,47,Non-Partisan,Todd P. Wolf,28
Wood,Town Of Hiles,"Wood County Circuit Court, Branch 3",,14,Non-Partisan,Todd P. Wolf,5
Wood,Town Of Lincoln Wards 1 & 2,"Wood County Circuit Court, Branch 3",,115,Non-Partisan,Todd P. Wolf,45
Wood,Town Of Marshfield,"Wood County Circuit Court, Branch 3",,71,Non-Partisan,Todd P. Wolf,23
Wood,Town Of Milladore,"Wood County Circuit Court, Branch 3",,30,Non-Partisan,Todd P. Wolf,10
Wood,Town Of Port Edwards Wards 1 - 3,"Wood County Circuit Court, Branch 3",,75,Non-Partisan,Todd P. Wolf,46
Wood,Town Of Remington,"Wood County Circuit Court, Branch 3",,19,Non-Partisan,Todd P. Wolf,11
Wood,Town Of Richfield Wards 1 & 2,"Wood County Circuit Court, Branch 3",,101,Non-Partisan,Todd P. Wolf,49
Wood,Town Of Rock,"Wood County Circuit Court, Branch 3",,65,Non-Partisan,Todd P. Wolf,21
Wood,Town Of Rudolph Wards 1 & 2,"Wood County Circuit Court, Branch 3",,63,Non-Partisan,Todd P. Wolf,34
Wood,Town Of Saratoga Wards 1 - 3,"Wood County Circuit Court, Branch 3",,137,Non-Partisan,Todd P. Wolf,68
Wood,Town Of Saratoga Wards 4 - 6,"Wood County Circuit Court, Branch 3",,142,Non-Partisan,Todd P. Wolf,84
Wood,Town Of Seneca Wards 1 - 3,"Wood County Circuit Court, Branch 3",,104,Non-Partisan,Todd P. Wolf,55
Wood,Town Of Sherry,"Wood County Circuit Court, Branch 3",,55,Non-Partisan,Todd P. Wolf,19
Wood,Town Of Sigel Wards 1 - 4,"Wood County Circuit Court, Branch 3",,86,Non-Partisan,Todd P. Wolf,52
Wood,Town Of Wood,"Wood County Circuit Court, Branch 3",,76,Non-Partisan,Todd P. Wolf,32
Wood,Village Of Arpin,"Wood County Circuit Court, Branch 3",,19,Non-Partisan,Todd P. Wolf,6
